NAME,B01003_001E,B19013_001E,B17001_002E,state,county
"Patrick County, Virginia",18264,33982,3818,51,141
"Powhatan County, Virginia",28207,77896,1252,51,145
"Shenandoah County, Virginia",42724,49406,5138,51,171
"Fauquier County, Virginia",67463,91609,3762,51,061
"Staunton city, Virginia",24193,40842,4052,51,790
"Fluvanna County, Virginia",26014,63938,1618,51,065
"Amelia County, Virginia",12777,56850,1471,51,007
"Radford city, Virginia",17057,29912,5497,51,750
"Winchester city, Virginia",27168,45363,4200,51,840
"Accomack County, Virginia",33115,39412,6384,51,001
"Craig County, Virginia",5212,44330,611,51,045
"Floyd County, Virginia",15523,48005,1551,51,063
"Giles County, Virginia",16907,46390,1891,51,071
"Grayson County, Virginia",15573,29942,3244,51,077
"Nottoway County, Virginia",15711,36284,3444,51,135
"Rappahannock County, Virginia",7431,57210,733,51,157
"Charles City County, Virginia",7118,49563,933,51,036
"Culpeper County, Virginia",48424,66697,4320,51,047
"Dinwiddie County, Virginia",28110,51397,4061,51,053
"Greene County, Virginia",18938,61550,1853,51,079
"Hanover County, Virginia",101340,78645,5976,51,085
"Lunenburg County, Virginia",12558,39506,2279,51,111
"Orange County, Virginia",34596,65166,4105,51,137
"Emporia city, Virginia",5672,28601,1907,51,595
"Wythe County, Virginia",29190,41360,4356,51,197
"Chesapeake city, Virginia",230601,68620,21734,51,550
"Harrisonburg city, Virginia",51388,38750,14326,51,660
"Albemarle County, Virginia",103108,68449,9714,51,003
"Bedford County, Virginia",76463,56316,7372,51,019
"Buckingham County, Virginia",17068,40331,2867,51,029
"Wise County, Virginia",40530,37407,8414,51,195
"Covington city, Virginia",5736,34746,1437,51,580
"Cumberland County, Virginia",9859,39301,1996,51,049
"Dickenson County, Virginia",15463,33624,3225,51,051
"Portsmouth city, Virginia",96135,45676,17000,51,740
"Virginia Beach city, Virginia",448290,66634,36267,51,810
"Alleghany County, Virginia",16066,45007,2682,51,005
"Galax city, Virginia",6876,30604,1766,51,640
"Westmoreland County, Virginia",17557,47911,2323,51,193
"Northumberland County, Virginia",12304,51885,1352,51,133
"Pulaski County, Virginia",34528,47495,4506,51,155
"Warren County, Virginia",38481,61454,3696,51,187
"Danville city, Virginia",42450,32315,9629,51,590
"Fredericksburg city, Virginia",27395,51762,4108,51,630
"Amherst County, Virginia",32148,47558,4086,51,009
"Bath County, Virginia",4583,43646,347,51,017
"Hopewell city, Virginia",22279,39064,4165,51,670
"Newport News city, Virginia",181323,50077,26984,51,700
"Frederick County, Virginia",81340,69098,5247,51,069
"Lynchburg city, Virginia",78158,39589,16775,51,680
"York County, Virginia",66471,81749,4198,51,199
"Martinsville city, Virginia",13624,29587,3105,51,690
"Polk County, Missouri",31107,41130,5515,29,167
"Ray County, Missouri",23031,52526,3598,29,177
"Hill County, Montana",16523,44633,3400,30,041
"Chouteau County, Montana",5855,38521,1341,30,015
"Lincoln County, Montana",19337,35275,3554,30,053
"Park County, Montana",15708,43932,1918,30,067
"Treasure County, Montana",812,41103,178,30,103
"Blaine County, Montana",6598,36744,1795,30,005
"Sweet Grass County, Montana",3633,50588,458,30,097
"Teton County, Montana",6074,46360,723,30,099
"Prairie County, Montana",1372,42383,239,30,079
"Glacier County, Montana",13672,29640,4447,30,035
"Fallon County, Montana",3057,53266,198,30,025
"Golden Valley County, Montana",756,40938,201,30,037
"Silver Bow County, Montana",34549,37749,6771,30,093
"Stillwater County, Montana",9288,58259,721,30,095
"Jefferson County, Montana",11502,60842,1068,30,043
"Granite County, Montana",3168,48512,466,30,039
"Wheatland County, Montana",2115,32723,410,30,107
"Madison County, Montana",7767,46250,820,30,057
"Sheridan County, Montana",3630,50664,373,30,091
"Carter County, Montana",1227,45000,141,30,011
"Big Horn County, Montana",13141,41622,3788,30,003
"Lake County, Montana",29157,38732,6509,30,047
"Lewis and Clark County, Montana",65357,56197,7803,30,049
"Pondera County, Montana",6206,42264,1283,30,073
"Yellowstone County, Montana",153692,52802,17250,30,111
"Missoula County, Montana",111966,46164,17414,30,063
"Ravalli County, Montana",40823,39480,7308,30,081
"Valley County, Montana",7577,49141,885,30,105
"Cascade County, Montana",82090,45205,12212,30,013
"Fergus County, Montana",11468,40881,1287,30,027
"Garfield County, Montana",1047,39732,96,30,033
"Mineral County, Montana",4238,36031,721,30,061
"Petroleum County, Montana",443,43750,30,30,069
"Powell County, Montana",6975,40000,735,30,077
"Sanders County, Montana",11346,32257,2497,30,089
"Wibaux County, Montana",986,38553,145,30,109
"Gallatin County, Montana",95323,55553,12125,30,031
"Meagher County, Montana",1898,41641,265,30,059
"Carbon County, Montana",10268,49767,1137,30,009
"Beaverhead County, Montana",9291,41512,1446,30,001
"Flathead County, Montana",93333,47851,12307,30,029
"McDonald County, Missouri",22763,38368,4876,29,119
"Perry County, Missouri",19100,51499,1798,29,157
"Musselshell County, Montana",4790,39517,774,30,065
"Harlan County, Nebraska",3458,46766,450,31,083
"York County, Nebraska",13825,51802,1393,31,185
"Buffalo County, Nebraska",47958,53624,5978,31,019
"Colfax County, Nebraska",10522,51367,1374,31,037
"Hitchcock County, Nebraska",2879,39231,490,31,087
"Platte County, Nebraska",32642,56318,2728,31,141
"Polk County, Nebraska",5271,57312,389,31,143
"Box Butte County, Nebraska",11310,51691,1886,31,013
"Brown County, Nebraska",3078,36078,499,31,017
"Sheridan County, Nebraska",5294,41985,857,31,161
"Lancaster County, Nebraska",298080,51830,41796,31,109
"Nuckolls County, Nebraska",4391,40488,501,31,129
"Banner County, Nebraska",820,48897,96,31,007
"Pittsylvania County, Virginia",62794,41824,9944,51,143
"Buena Vista city, Virginia",6666,29097,1755,51,530
"Falls Church city, Virginia",13308,120522,361,51,610
"Petersburg city, Virginia",32123,31798,8795,51,730
"Poquoson city, Virginia",12077,83735,502,51,735
"Fairfax city, Virginia",23402,105297,1593,51,600
"Waynesboro city, Virginia",21150,45643,3796,51,820
"Roanoke city, Virginia",98736,39930,20514,51,770
"Suffolk city, Virginia",86184,65499,9835,51,800
"Norfolk city, Virginia",245452,44480,46288,51,710
"Chesterfield County, Virginia",328176,72609,24002,51,041
"Fairfax County, Virginia",1128722,112552,66762,51,059
"Okanogan County, Washington",41332,40730,8646,53,047
"Kittitas County, Washington",42204,46458,8804,53,037
"Benton County, Washington",184930,60251,26013,53,005
"Clark County, Washington",444506,60756,49314,53,011
"Asotin County, Washington",22040,44394,3301,53,003
"Adams County, Washington",19081,46564,4019,53,001
"Garfield County, Washington",2230,45855,252,53,023
"Mason County, Washington",60791,50406,10166,53,045
"Skagit County, Washington",119343,54129,18815,53,057
"Stevens County, Washington",43548,41978,7753,53,065
"Spokane County, Washington",480832,50079,74110,53,063
"Lincoln County, Washington",10363,46069,1562,53,043
"Chelan County, Washington",74267,51837,10466,53,007
"Jefferson County, Washington",30083,49279,3508,53,031
"Kitsap County, Washington",255441,62941,26349,53,035
"King County, Washington",2045756,75302,226204,53,033
"Pacific County, Washington",20645,37684,3918,53,049
"Pend Oreille County, Washington",12968,40599,2753,53,051
"San Juan County, Washington",15956,55960,1823,53,055
"Skamania County, Washington",11243,52374,1526,53,059
"Whitman County, Washington",46737,36631,12580,53,075
"Yakima County, Washington",247408,44749,51694,53,077
"Clallam County, Washington",72397,47253,10682,53,009
"Cowlitz County, Washington",102338,47452,17609,53,015
"Ferry County, Washington",7652,38125,1659,53,019
"Lewis County, Washington",75515,44100,12126,53,041
"Douglas County, Washington",39599,53636,5835,53,017
"Island County, Washington",79329,58815,7430,53,029
"Pierce County, Washington",821952,59953,102233,53,053
"Franklin County, Washington",86443,56980,15406,53,021
"Walla Walla County, Washington",59726,47946,9535,53,071
"Whatcom County, Washington",207100,53145,32328,53,073
"Grant County, West Virginia",11815,39088,1791,54,023
"Nelson County, Virginia",14858,47118,2159,51,125
"Hampshire County, West Virginia",23542,27995,4721,54,027
"Brooke County, West Virginia",23665,46215,2960,54,009
"Doddridge County, West Virginia",8201,39974,1190,54,017
"Hardy County, West Virginia",13936,40303,1863,54,031
"Marion County, West Virginia",56790,43165,8980,54,049
"Mingo County, West Virginia",25931,33221,6654,54,059
"Hancock County, West Virginia",30201,39959,4835,54,029
"Marshall County, West Virginia",32480,45182,4128,54,051
"Nicholas County, West Virginia",25930,39171,4636,54,067
"Tucker County, West Virginia",6972,40533,1013,54,093
"Tyler County, West Virginia",9033,38854,1765,54,095
"Roane County, West Virginia",14636,31813,3165,54,087
"Richardson County, Nebraska",8201,42750,1557,31,147
"Holt County, Nebraska",10398,46728,1209,31,089
"Furnas County, Nebraska",4887,39934,820,31,065
"Saline County, Nebraska",14360,51738,1492,31,151
"Thurston County, Nebraska",6946,41266,2090,31,173
"Washington County, Nebraska",20257,65370,1880,31,177
"Cherry County, Nebraska",5770,48750,648,31,031
"Dodge County, Nebraska",36725,49068,4061,31,053
"Garden County, Nebraska",1823,45845,181,31,069
"Morrill County, Nebraska",4874,45910,550,31,123
"Nemaha County, Nebraska",7168,49656,574,31,127
"Thomas County, Nebraska",675,51000,55,31,171
"Dakota County, Nebraska",20798,49786,3528,31,043
"Antelope County, Nebraska",6486,45609,811,31,003
"Chase County, Nebraska",3897,52422,337,31,029
"Clay County, Nebraska",6382,51470,580,31,035
"Custer County, Nebraska",10802,46468,1200,31,041
"Franklin County, Nebraska",3105,45905,396,31,061
"Hamilton County, Nebraska",9100,59311,780,31,081
"Jefferson County, Nebraska",7433,43008,909,31,095
"Keith County, Nebraska",8146,41781,931,31,101
"Loup County, Nebraska",548,55417,68,31,115
"Perkins County, Nebraska",2924,55893,198,31,135
"Saunders County, Nebraska",20913,60854,2001,31,155
"Scotts Bluff County, Nebraska",36684,45992,4877,31,157
"Keya Paha County, Nebraska",711,38625,106,31,103
"Kimball County, Nebraska",3720,40242,496,31,105
"Lincoln County, Nebraska",35896,50194,4488,31,111
"Pierce County, Nebraska",7184,54482,417,31,139
"Sioux County, Nebraska",1249,41215,156,31,165
"Burt County, Nebraska",6647,47429,620,31,021
"Cass County, Nebraska",25360,65619,1556,31,025
"Cuming County, Nebraska",9078,50013,1071,31,039
"Dixon County, Nebraska",5866,51223,683,31,051
"Dundy County, Nebraska",2015,42500,151,31,057
"Grant County, Nebraska",769,44750,98,31,075
"Frontier County, Nebraska",2573,49634,305,31,063
"Douglas County, Nebraska",537655,54659,76738,31,055
"Greeley County, Nebraska",2476,42904,243,31,077
"Hall County, Nebraska",60792,49252,9092,31,079
"Hayes County, Nebraska",1084,44500,68,31,085
"Otoe County, Nebraska",15842,50275,1696,31,131
"Red Willow County, Nebraska",10946,42931,1118,31,145
"Cedar County, Nebraska",8675,52250,864,31,027
"Dawes County, Nebraska",9136,41038,1428,31,045
"Johnson County, Nebraska",5167,45429,471,31,097
"Cheyenne County, Nebraska",10077,53814,1150,31,033
"Dawson County, Nebraska",24069,48329,3618,31,047
"Garfield County, Nebraska",1933,43179,193,31,071
"McPherson County, Nebraska",433,54306,64,31,117
"Nance County, Nebraska",3639,42500,490,31,125
"Stanton County, Nebraska",6081,53416,701,31,167
"Valley County, Nebraska",4254,44612,540,31,175
"Churchill County, Nevada",24252,47415,3802,32,001
"Douglas County, Nevada",47259,58535,4984,32,005
"Pershing County, Nevada",6722,45230,832,32,027
"Eureka County, Nevada",1669,60250,162,32,011
"Humboldt County, Nevada",17067,65212,1762,32,013
"White Pine County, Nevada",9974,57122,987,32,033
"Gilmer County, West Virginia",8644,37536,1781,54,021
"Mason County, West Virginia",27177,36448,5075,54,053
"Monroe County, West Virginia",13525,36918,2252,54,063
"Pleasants County, West Virginia",7636,44288,1260,54,073
"Cabell County, West Virginia",96824,38344,20110,54,011
"Jefferson County, West Virginia",55214,66677,6222,54,037
"Logan County, West Virginia",35760,36763,6902,54,045
"Pendleton County, West Virginia",7402,36953,1500,54,071
"Harrison County, West Virginia",68998,43987,11072,54,033
"Ohio County, West Virginia",43637,40569,6658,54,069
"Calhoun County, West Virginia",7557,35568,1314,54,013
"Morgan County, West Virginia",17475,39324,2218,54,065
"Raleigh County, West Virginia",78493,41032,13322,54,081
"Putnam County, West Virginia",56596,56774,5494,54,079
"Barbour County, West Virginia",16731,37066,3482,54,001
"McDowell County, West Virginia",20802,24921,6943,54,047
"Wayne County, West Virginia",41499,36318,8468,54,099
"Jackson County, West Virginia",29256,41314,4743,54,035
"Mercer County, West Virginia",61891,36195,13236,54,055
"Upshur County, West Virginia",24560,40330,4189,54,097
"Webster County, West Virginia",8927,29086,2307,54,101
"Berkeley County, West Virginia",108724,55239,15235,54,003
"Fayette County, West Virginia",45534,36293,8683,54,019
"Iron County, Wisconsin",5907,42543,653,55,051
"Clark County, Wisconsin",34518,45048,5504,55,019
"St. Croix County, Wisconsin",86118,70886,5502,55,109
"Oconto County, Wisconsin",37476,52765,3466,55,083
"Lincoln County, Wisconsin",28286,49721,2800,55,069
"Waupaca County, Wisconsin",52125,51994,5232,55,135
"Barron County, Wisconsin",45686,45714,5640,55,005
"Sawyer County, Wisconsin",16483,41665,2673,55,113
"Green Lake County, Wisconsin",18966,46780,2274,55,047
"Price County, Wisconsin",13800,43137,1860,55,099
"Marquette County, Wisconsin",15140,46242,2069,55,077
"Marinette County, Wisconsin",41287,43425,5168,55,075
"Milwaukee County, Wisconsin",955939,43873,201124,55,079
"Racine County, Wisconsin",194895,55584,23768,55,101
"Winnebago County, Wisconsin",169004,52018,19209,55,139
"Forest County, Wisconsin",9150,40636,1505,55,041
"Green County, Wisconsin",37044,56219,3253,55,045
"Rusk County, Wisconsin",14357,39194,2252,55,107
"Shawano County, Wisconsin",41563,47861,4451,55,115
"Taylor County, West Virginia",16977,43970,2731,54,091
"Wood County, West Virginia",86559,41884,14825,54,107
"Langlade County, Wisconsin",19551,41775,3063,55,067
"Outagamie County, Wisconsin",180430,58765,15723,55,087
"Vernon County, Wisconsin",30279,47675,4757,55,123
"Columbia County, Wisconsin",56607,59769,4844,55,021
"Kewaunee County, Wisconsin",20483,56863,1800,55,061
"Brown County, Wisconsin",254717,53527,28969,55,009
"Eau Claire County, Wisconsin",101281,49513,14862,55,035
"Oneida County, Wisconsin",35653,46516,3632,55,085
"Polk County, Wisconsin",43572,50714,4407,55,095
"Washburn County, Wisconsin",15700,42368,2022,55,129
"Waukesha County, Wisconsin",393873,76545,20433,55,133
"Walworth County, Wisconsin",103039,53445,13499,55,127
"Crawford County, Wisconsin",16483,44459,2023,55,023
"Juneau County, Wisconsin",26494,44961,3567,55,057
"Storey County, Nevada",3929,64832,293,32,029
"Clark County, Nevada",2035572,51575,315358,32,003
"Lyon County, Nevada",51657,47255,8482,32,019
"Cheshire County, New Hampshire",76430,57782,8467,33,005
"Grafton County, New Hampshire",89341,55762,9609,33,009
"Rockingham County, New Hampshire",299006,81198,16192,33,015
"Sullivan County, New Hampshire",43135,56032,4099,33,019
"Hillsborough County, New Hampshire",403972,71244,34681,33,011
"Coos County, New Hampshire",31870,42312,4257,33,007
"Carroll County, New Hampshire",47513,53306,4484,33,003
"Mercer County, New Jersey",370212,72804,40354,34,021
"Cumberland County, New Jersey",157035,49984,25760,34,011
"Somerset County, New Jersey",330604,100667,16479,34,035
"Ocean County, New Jersey",583450,61994,64795,34,029
"Atlantic County, New Jersey",275376,54461,40868,34,001
"Middlesex County, New Jersey",830300,79593,70908,34,023
"Salem County, New Jersey",65120,61831,8602,34,033
"Cape May County, New Jersey",95805,57637,9744,34,009
"Camden County, New Jersey",511998,62185,66802,34,007
"Union County, New Jersey",548744,69594,59034,34,039
"Hudson County, New Jersey",662619,59741,114900,34,017
"Hunterdon County, New Jersey",126250,105444,5379,34,019
"Morris County, New Jersey",498192,100214,22068,34,027
"Hidalgo County, New Mexico",4643,34444,1054,35,023
"McKinley County, New Mexico",73998,28772,27493,35,031
"Sandoval County, New Mexico",136638,58982,19305,35,043
"Grant County, New Mexico",29119,38311,5940,35,017
"Curry County, New Mexico",50497,41084,10338,35,009
"Eddy County, New Mexico",55641,56618,6237,35,015
"Mora County, New Mexico",4660,23822,1092,35,033
"Elko County, Nevada",51562,71799,5574,32,007
"Nye County, Nevada",42625,41712,7658,32,023
"San Juan County, New Mexico",125133,48671,24755,35,045
"Benton County, Mississippi",8470,33141,1764,28,009
"Franklin County, Mississippi",7857,38170,1464,28,037
"Coahoma County, Mississippi",25254,28851,8420,28,027
"Jasper County, Mississippi",16588,31578,3944,28,061
"Jones County, Mississippi",68276,37143,15197,28,067
"Walthall County, Mississippi",14978,31384,4199,28,147
"Monroe County, Mississippi",36175,36783,7123,28,095
"Pontotoc County, Mississippi",30517,40645,4903,28,115
"Holmes County, Mississippi",18772,20732,7860,28,051
"Amite County, Mississippi",12840,30704,2852,28,005
"Madison County, Mississippi",100202,64376,13287,28,089
"Calhoun County, Mississippi",14789,31098,3763,28,013
"Marion County, Mississippi",26109,30668,7156,28,091
"Tishomingo County, Mississippi",19539,35143,3146,28,141
"Wayne County, Mississippi",20564,32557,5509,28,153
"Greene County, Mississippi",14129,40176,1566,28,041
"Marshall County, Mississippi",36385,37419,6513,28,093
"Quitman County, Mississippi",7761,24583,2982,28,119
"Pearl River County, Mississippi",55196,40976,11590,28,109
"Leake County, Mississippi",23153,33452,6034,28,079
"Neshoba County, Mississippi",29553,35645,6957,28,099
"Rankin County, Mississippi",146761,58801,14067,28,121
"Washington County, Mississippi",49499,29144,17586,28,151
"Lawrence County, Mississippi",12586,35634,2769,28,077
"Perry County, Mississippi",12187,34045,2287,28,111
"Washington County, Wisconsin",132921,69237,7375,55,131
"Chippewa County, Wisconsin",63209,52109,6081,55,017
"Dane County, Wisconsin",510198,62865,64062,55,025
"Douglas County, Wisconsin",43799,47095,6713,55,031
"Jackson County, Wisconsin",20543,47851,2810,55,053
"Iowa County, Wisconsin",23769,55188,2448,55,049
"Ozaukee County, Wisconsin",87273,76433,4467,55,089
"Portage County, Wisconsin",70432,51613,10095,55,097
"Rock County, Wisconsin",160727,50324,23498,55,105
"Taylor County, Wisconsin",20569,45420,2527,55,119
"Adams County, Wisconsin",20451,43640,2704,55,001
"Bayfield County, Wisconsin",15050,46665,1719,55,007
"Monroe County, Wisconsin",45274,50694,6676,55,081
"Wood County, Wisconsin",74012,48961,7996,55,141
"Ashland County, Wisconsin",15993,39381,2398,55,003
"Florence County, Wisconsin",4476,48643,409,55,037
"Jefferson County, Wisconsin",84345,56877,8597,55,055
"Campbell County, Wyoming",48013,80060,3412,56,005
"Lincoln County, Wyoming",18316,66647,1435,56,023
"Natrona County, Wyoming",80011,56871,8407,56,025
"Converse County, Wyoming",14101,62307,1308,56,009
"Niobrara County, Wyoming",2516,40398,328,56,027
"Sweetwater County, Wyoming",44772,69022,5058,56,037
"Jasper County, Texas",35768,40820,5912,48,241
"Jefferson County, Texas",252872,43540,47095,48,245
"Kinney County, Texas",3577,38281,572,48,271
"Oldham County, Texas",2071,50893,214,48,359
"Lamb County, Texas",13742,39851,3173,48,279
"Lipscomb County, Texas",3483,63125,317,48,295
"McCulloch County, Texas",8273,40561,1522,48,307
"Mason County, Texas",4066,37654,577,48,319
"Dickens County, Texas",2281,39700,417,48,125
"Lee County, Texas",16664,53902,2374,48,287
"Tarrant County, Texas",1914526,58711,283264,48,439
"Sauk County, Wisconsin",62992,51055,7656,55,111
"Anderson County, Texas",57915,41327,8274,48,001
"Ellis County, Texas",157058,62465,18755,48,139
"Jackson County, Texas",14486,54926,1765,48,239
"Kerr County, Texas",50149,43810,7718,48,265
"Milam County, Texas",24344,38929,4159,48,331
"Comanche County, Texas",13623,37470,3107,48,093
"Falls County, Texas",17410,36079,3417,48,145
"Brooks County, Texas",7221,22741,2726,48,047
"Austin County, Texas",28886,53687,3289,48,015
"Kenedy County, Texas",565,36438,151,48,261
"Colorado County, Texas",20757,46618,3081,48,089
"San Patricio County, Texas",66070,52261,9949,48,409
"Randall County, Texas",126782,60972,13076,48,381
"San Saba County, Texas",5893,39040,792,48,411
"Schleicher County, Texas",3224,55543,630,48,413
"Zavala County, Texas",12060,26672,3943,48,507
"Calhoun County, Texas",21666,51078,4136,48,057
"Foard County, Texas",1197,36477,114,48,155
"Goliad County, Texas",7410,51226,1358,48,175
"Hamilton County, Texas",8266,42432,1159,48,193
"Mitchell County, Texas",9169,49870,766,48,335
"Titus County, Texas",32553,44178,6848,48,449
"Lavaca County, Texas",19549,48677,1765,48,285
"Terry County, Texas",12687,37475,1756,48,445
"Wise County, Texas",61243,56897,7015,48,497
"Winnebago County, Illinois",290439,48225,47851,17,201
"Piatt County, Illinois",16495,66261,1019,17,147
"Pulaski County, Illinois",5871,31980,1178,17,153
"Schuyler County, Illinois",7311,47723,1382,17,169
"Stark County, Illinois",5859,50085,684,17,175
"Edgar County, Illinois",17992,45691,2999,17,045
"Bond County, Illinois",17313,47946,2593,17,005
"Boone County, Illinois",53851,58248,5841,17,007
"Gulf County, Florida",15785,41788,1924,12,045
"Osceola County, Florida",300870,44254,58146,12,097
"Walton County, Florida",59487,44966,9804,12,131
"Jefferson County, Florida",14198,43355,1862,12,065
"Hardee County, Florida",27468,35457,7029,12,049
"Orange County, Florida",1229039,47943,212489,12,095
"Gilchrist County, Florida",16992,40623,3598,12,041
"Alachua County, Florida",254218,43073,58203,12,001
"Charlotte County, Florida",165783,44244,19760,12,015
"Bureau County, Illinois",34115,50423,4191,17,011
"Carroll County, Illinois",14926,48631,1843,17,015
"Coles County, Illinois",53037,39588,10951,17,029
"Crawford County, Illinois",19541,47468,2310,17,033
"Jersey County, Illinois",22625,53271,1590,17,083
"Putnam County, Illinois",5822,56358,691,17,155
"De Witt County, Illinois",16388,53959,2073,17,039
"Fayette County, Illinois",22136,43944,3644,17,051
"Lee County, Illinois",35027,52379,3555,17,103
"Logan County, Illinois",29956,50539,3303,17,107
"Macoupin County, Illinois",46844,51206,5729,17,117
"Richland County, Illinois",16127,44127,2382,17,159
"Washington County, Illinois",14457,53202,1834,17,189
"Montgomery County, Illinois",29348,46966,3503,17,135
"Adams County, Illinois",67081,45965,9433,17,001
"Clinton County, Illinois",37929,63236,3193,17,027
"Edwards County, Illinois",6649,44497,851,17,047
"Jefferson County, Illinois",38578,43247,6179,17,081
"Vermilion County, Illinois",80368,42977,14571,17,183
"Williamson County, Illinois",67121,44453,9783,17,199
"Clark County, Illinois",16159,50517,2360,17,023
"Effingham County, Illinois",34332,52224,3557,17,049
"Fulton County, Illinois",36323,46083,4838,17,057
"Hamilton County, Illinois",8322,44159,1211,17,065
"Henry County, Illinois",49883,53480,5256,17,073
"Johnson County, Illinois",12829,42287,1589,17,087
"Lake County, Illinois",702898,78026,65728,17,097
"Livingston County, Illinois",37689,54254,3897,17,105
"Scott County, Illinois",5198,47222,712,17,171
"Cass County, Illinois",13254,47434,1688,17,017
"Warren County, Illinois",17701,43699,2464,17,187
"Huntington County, Indiana",36863,46945,4241,18,069
"LaPorte County, Indiana",111280,46872,17792,18,091
"White County, Indiana",24388,52154,2309,18,181
"Jasper County, Indiana",33448,55374,2710,18,073
"Martin County, Indiana",10262,44589,1320,18,101
"Shelby County, Indiana",44441,53584,5302,18,145
"Ripley County, Indiana",28612,51170,2403,18,137
"Sullivan County, Indiana",21111,45023,3534,18,153
"Tipton County, Indiana",15573,51613,1529,18,159
"Vigo County, Indiana",108268,40313,20245,18,167
"Warrick County, Indiana",60995,62185,5926,18,173
"DeKalb County, Indiana",42449,48341,6107,18,033
"Bartholomew County, Indiana",79488,55050,10027,18,005
"Rush County, Indiana",16991,45121,2946,18,139
"Fulton County, Indiana",20527,45332,3011,18,049
"Lake County, Indiana",491596,50135,87203,18,089
"Noble County, Indiana",47546,49331,5665,18,113
"Adams County, Indiana",34642,48188,5529,18,001
"Fayette County, Indiana",23773,39379,4806,18,041
"Hendricks County, Indiana",153435,70163,7514,18,063
"Dubois County, Indiana",42291,53513,4071,18,037
"Grant County, Indiana",68896,40294,11829,18,053
"Hancock County, Indiana",71328,66606,4583,18,059
"Howard County, Indiana",82765,44226,14445,18,067
"Anderson County, Kentucky",21761,53974,2223,21,005
"Breckinridge County, Kentucky",20061,43479,3422,21,027
"Floyd County, Kentucky",38649,30096,11441,21,071
"Franklin County, Kentucky",49778,47964,6990,21,073
"Kenton County, Kentucky",163007,54296,23432,21,117
"Coosa County, Alabama",11027,31212,2073,01,037
"Dale County, Alabama",49866,45028,9306,01,045
"Hale County, Alabama",15256,32714,4011,01,065
"Etowah County, Alabama",103766,39220,20078,01,055
"DeKalb County, Alabama",71068,38192,13133,01,049
"Escambia County, Alabama",37935,32330,8609,01,053
"Lamar County, Alabama",14133,35450,3382,01,075
"Randolph County, Alabama",22648,36924,4511,01,111
"Butler County, Alabama",20354,32229,5094,01,013
"Mobile County, Alabama",414251,43809,77917,01,097
"Perry County, Alabama",10038,24537,3373,01,105
"Walker County, Alabama",65923,35843,14598,01,127
"Cleburne County, Alabama",15002,38056,2508,01,029
"Conecuh County, Alabama",12865,24900,4320,01,035
"Greene County, Alabama",8697,20541,3479,01,063
"Barbour County, Alabama",26932,32964,6421,01,005
"Bibb County, Alabama",22604,38678,3488,01,007
"Bullock County, Alabama",10678,31938,2486,01,011
"Calhoun County, Alabama",116648,41703,23325,01,015
"Chambers County, Alabama",34079,34177,7273,01,017
"Fayette County, Alabama",16896,34680,3055,01,057
"Marshall County, Alabama",94318,38983,18794,01,095
"Blount County, Alabama",57710,45813,9552,01,009
"Madison County, Alabama",346438,57993,46436,01,089
"Autauga County, Alabama",55221,51281,7057,01,001
"Geneva County, Alabama",26815,36024,6149,01,061
"Wilcox County, Alabama",11235,23750,4126,01,131
"Bristol Bay Borough, Alaska",970,79750,69,02,060
"Kodiak Island Borough, Alaska",13973,70887,1552,02,150
"Bethel Census Area, Alaska",17776,51012,4364,02,050
"North Slope Borough, Alaska",9667,72576,976,02,185
"Fairbanks North Star Borough, Alaska",99705,71068,7752,02,090
"Matanuska-Susitna Borough, Alaska",96178,72983,9454,02,170
"Nome Census Area, Alaska",9854,48868,2592,02,180
"Haines Borough, Alaska",2560,58750,135,02,100
"Yakutat City and Borough, Alaska",643,72500,35,02,282
"Lake and Peninsula Borough, Alaska",1474,50781,247,02,164
"Southeast Fairbanks Census Area, Alaska",7029,62670,1011,02,240
"Anchorage Municipality, Alaska",299107,78326,23914,02,020
"Aleutians East Borough, Alaska",3304,61518,553,02,013
"Valdez-Cordova Census Area, Alaska",9617,78810,1029,02,261
"Kenai Peninsula Borough, Alaska",57221,63684,5558,02,122
"Skagway Municipality, Alaska",999,69318,44,02,230
"Prince of Wales-Hyder Census Area, Alaska",6376,48523,921,02,198
"Petersburg Borough, Alaska",3221,67935,327,02,195
"Kusilvak Census Area, Alaska",7914,38229,2622,02,158
"Maricopa County, Arizona",4018143,54229,673527,04,013
"Gila County, Arizona",53165,39751,11839,04,007
"Santa Cruz County, Arizona",47073,40140,10970,04,023
"Ohio County, Indiana",6033,48780,470,18,115
"Owen County, Indiana",21192,43948,3172,18,119
"Parke County, Indiana",17107,40781,2486,18,121
"Randolph County, Indiana",25596,40810,4522,18,135
"Whitley County, Indiana",33330,54389,2633,18,183
"McCreary County, Kentucky",18001,19328,6723,21,147
"Madison County, Kentucky",85838,42390,16792,21,151
"Magoffin County, Kentucky",12979,28500,3672,21,153
"Metcalfe County, Kentucky",9985,32294,2158,21,169
"Owsley County, Kentucky",4616,20985,1710,21,189
"Rowan County, Kentucky",23608,36860,5410,21,205
"Simpson County, Kentucky",17704,39679,3473,21,213
"Taylor County, Kentucky",24993,33340,5658,21,217
"Clark County, Kentucky",35657,47959,5401,21,049
"Todd County, Kentucky",12524,40497,2277,21,219
"Carlisle County, Kentucky",4984,38829,970,21,039
"Carroll County, Kentucky",10830,41439,2898,21,041
"Clinton County, Kentucky",10188,28025,2435,21,053
"Estill County, Kentucky",14476,29770,4199,21,065
